fighter_name,height_cm,weight_pounds,reach_cm,stance,date_of_birth,f_wins,win_rate,f_losses,loss_rate,f_draws,draw_rate,f_dc_nc,dc_nc_rate,career_SLpM,career_StrAcc,career_SApM,career_StrDef,career_TD_Acc,career_TD_Def,career_Sub_Avg
Alex Enlund,177.8,145.0,NA,Orthodox,1987-05-27,14,82%,2,12%,0,0%,1.0,6%,NA,NA,NA,NA,0.0,NA,0%
Kenny Ento,187.96,192.0,NA,NA,NA,14,48%,15,52%,0,0%,0.0,0%,8.41,79%,NA,NA,5.49,NA,0%
Ian Entwistle,165.1,135.0,NA,Orthodox,1986-11-19,9,75%,3,25%,0,0%,0.0,0%,0.11,7%,7.36,31%,0.0,NA,0%
Andy Enz,190.5,185.0,198.12,Orthodox,1991-08-15,10,71%,4,29%,0,0%,0.0,0%,3.51,23%,5.32,57%,0.0,NA,58%
Won Jin Eoh,170.18,160.0,NA,Orthodox,NA,5,45%,5,45%,1,9%,0.0,0%,3.74,44%,3.58,46%,0.0,NA,50%
Josh Epps,NA,130.0,NA,NA,1986-08-23,6,46%,7,54%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Abdellah Er-Ramy,182.88,185.0,187.96,Orthodox,1996-09-19,7,78%,2,22%,0,0%,0.0,0%,NA,NA,8.4,NA,0.0,NA,0%
Steve Erceg,172.72,125.0,172.72,Orthodox,1995-07-27,12,80%,3,20%,0,0%,0.0,0%,4.37,48%,4.22,53%,1.16,26%,60%
Tom Erikson,190.5,280.0,NA,Orthodox,NA,9,64%,4,29%,1,7%,0.0,0%,0.94,47%,1.87,25%,4.68,NA,100%
Konstantin Erokhin,180.34,230.0,NA,Orthodox,1983-01-31,9,75%,3,25%,0,0%,0.0,0%,1.07,36%,1.83,47%,0.0,NA,70%
Julian Erosa,185.42,145.0,187.96,Southpaw,1989-07-31,30,71%,12,29%,0,0%,0.0,0%,6.18,48%,6.31,48%,1.69,48%,58%
Jarno Errens,180.34,145.0,185.42,Orthodox,1994-11-17,14,67%,6,29%,1,5%,0.0,0%,3.29,44%,3.29,61%,0.0,NA,33%
Ivan Erslan,187.96,205.0,182.88,Orthodox,1991-11-15,14,74%,4,21%,0,0%,1.0,5%,2.6,56%,3.0,62%,1.0,NA,75%
Nick Ertl,175.26,155.0,NA,NA,NA,8,57%,6,43%,0,0%,0.0,0%,1.34,69%,1.59,41%,1.88,NA,0%
Chel Erwin-Davis,182.88,170.0,NA,NA,NA,5,83%,1,17%,0,0%,0.0,0%,4.06,54%,1.13,61%,4.25,NA,50%
Bobby Escalante,NA,130.0,NA,NA,NA,5,45%,6,55%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Eric Esch,180.34,350.0,NA,Orthodox,1968-08-03,15,58%,10,38%,1,4%,0.0,0%,3.07,71%,1.74,43%,0.0,NA,0%
Pro Escobedo,NA,205.0,NA,NA,NA,1,100%,0,0%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Cole Escovedo,170.18,135.0,182.88,Orthodox,1981-08-30,17,65%,9,35%,0,0%,0.0,0%,1.77,43%,4.32,49%,0.43,33%,13%
Efrain Escudero,175.26,155.0,180.34,Orthodox,1986-01-15,28,70%,12,30%,0,0%,0.0,0%,2.92,44%,2.3,63%,1.31,NA,66%
Evan Esguerra,NA,145.0,NA,NA,NA,8,50%,7,44%,0,0%,1.0,6%,NA,NA,NA,NA,0.0,NA,0%
Carla Esparza,154.94,115.0,160.02,Orthodox,1987-10-10,20,71%,8,29%,0,0%,0.0,0%,2.19,39%,2.87,54%,3.28,36%,47%
Juan Espino,190.5,255.0,203.2,Orthodox,1980-10-09,11,85%,2,15%,0,0%,0.0,0%,2.38,NA,1.95,NA,8.93,78%,50%
Jordan Espinosa,167.64,125.0,175.26,Orthodox,1989-11-08,15,60%,9,36%,0,0%,1.0,4%,4.22,52%,2.94,57%,0.75,28%,70%
Jodie Esquibel,154.94,115.0,162.56,Orthodox,1986-05-07,6,50%,6,50%,0,0%,0.0,0%,4.1,31%,7.37,52%,0.75,21%,83%
Rafael Estevam,172.72,125.0,175.26,Orthodox,1996-08-10,12,100%,0,0%,0,0%,0.0,0%,2.94,64%,3.35,34%,3.35,19%,0%
Achilles Estremadura,177.8,155.0,172.72,Orthodox,1992-03-11,7,88%,1,12%,0,0%,0.0,0%,3.2,43%,3.27,NA,0.0,NA,0%
Shaun Etchell,170.18,125.0,172.72,Switch,1993-08-05,7,70%,3,30%,0,0%,0.0,0%,NA,NA,NA,NA,4.37,NA,100%
Terry Etim,185.42,155.0,185.42,Orthodox,1986-01-11,16,76%,5,24%,0,0%,0.0,0%,2.16,35%,2.53,67%,0.43,NA,39%
Fred Ettish,182.88,180.0,NA,Southpaw,NA,1,50%,1,50%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Scott Ettling,NA,135.0,NA,NA,NA,4,67%,2,33%,0,0%,0.0,0%,NA,NA,0.54,83%,8.04,NA,0%
Sijara Eubanks,162.56,125.0,170.18,Orthodox,1985-04-27,8,53%,7,47%,0,0%,0.0,0%,4.3,43%,3.43,57%,1.9,44%,66%
Billy Evangelista,172.72,155.0,172.72,Orthodox,1980-10-07,13,76%,3,18%,0,0%,1.0,6%,4.51,NA,3.96,61%,1.6,19%,61%
Rashad Evans,182.88,205.0,190.5,Orthodox,1979-09-25,19,68%,8,29%,1,4%,0.0,0%,2.14,37%,2.42,63%,2.98,44%,73%
Doug Evans,175.26,155.0,NA,Orthodox,1980-10-10,13,57%,10,43%,0,0%,0.0,0%,1.79,35%,2.55,55%,3.19,83%,69%
Ashlee Evans-Smith,172.72,135.0,170.18,Orthodox,1987-07-09,6,50%,6,50%,0,0%,0.0,0%,4.03,34%,4.59,53%,0.95,22%,50%
Dan Evensen,190.5,250.0,NA,Orthodox,1974-06-01,11,73%,4,27%,0,0%,0.0,0%,0.27,NA,3.86,38%,0.0,NA,0%
Tonya Evinger,170.18,135.0,177.8,Orthodox,1981-06-04,19,68%,8,29%,0,0%,1.0,4%,1.16,42%,4.02,38%,0.93,NA,33%
Movsar Evloev,170.18,145.0,182.88,Orthodox,1994-02-11,19,100%,0,0%,0,0%,0.0,0%,3.99,48%,2.66,NA,4.67,48%,61%
Andre Ewell,172.72,145.0,190.5,Southpaw,1988-01-21,17,65%,9,35%,0,0%,0.0,0%,4.28,NA,4.87,51%,0.36,75%,72%
Neal Ewing,NA,185.0,NA,NA,1985-09-30,6,100%,0,0%,0,0%,0.0,0%,2.27,NA,1.93,48%,5.0,62%,0%
Jessica Eye,167.64,125.0,167.64,Orthodox,1986-07-27,15,56%,11,41%,0,0%,1.0,4%,3.86,37%,4.19,55%,0.58,NA,57%
Edward Faaloloto,NA,155.0,177.8,Orthodox,1984-07-15,2,29%,5,71%,0,0%,0.0,0%,2.28,32%,6.25,44%,1.01,25%,33%
Urijah Faber,167.64,135.0,170.18,Orthodox,1979-05-14,35,76%,11,24%,0,0%,0.0,0%,2.65,NA,2.59,64%,1.54,NA,58%
Melinda Fabian,167.64,125.0,167.64,Orthodox,1987-06-25,4,40%,4,40%,2,20%,0.0,0%,4.03,41%,4.0,62%,0.0,NA,100%
Wagnney Fabiano,167.64,145.0,175.26,Southpaw,1975-07-14,16,80%,4,20%,0,0%,0.0,0%,1.19,38%,0.66,NA,3.44,64%,100%
Bartosz Fabinski,182.88,170.0,190.5,Orthodox,1986-04-26,15,75%,5,25%,0,0%,0.0,0%,2.23,68%,1.46,51%,7.1,NA,80%
Ron Faircloth,175.26,205.0,NA,Orthodox,1979-08-16,33,61%,20,37%,0,0%,1.0,2%,0.39,NA,8.9,42%,0.0,NA,0%
Jason Fairn,185.42,230.0,NA,NA,NA,4,44%,5,56%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Zarah Fairn,172.72,135.0,182.88,Orthodox,1983-12-10,6,50%,6,50%,0,0%,0.0,0%,4.55,31%,7.4,45%,0.0,NA,60%
Rinat Fakhretdinov,182.88,170.0,187.96,Orthodox,1991-09-28,23,92%,1,4%,1,4%,0.0,0%,4.78,52%,3.58,53%,3.95,34%,91%
Maiquel Falcao,180.34,185.0,NA,Orthodox,1981-03-08,37,77%,10,21%,0,0%,1.0,2%,1.67,55%,0.53,86%,1.0,NA,71%
Pedro Falcao,167.64,135.0,167.64,Orthodox,1992-07-30,16,80%,4,20%,0,0%,0.0,0%,2.9,48%,2.63,48%,2.07,22%,83%
Brodie Farber,185.42,170.0,NA,Orthodox,1980-07-05,16,70%,7,30%,0,0%,0.0,0%,1.69,45%,2.17,53%,0.9,NA,20%
Joao Paulo Faria,175.26,155.0,NA,NA,NA,1,50%,1,50%,0,0%,0.0,0%,6.69,64%,2.09,85%,1.25,NA,0%
Kalindra Faria,170.18,125.0,NA,Switch,1986-07-23,18,67%,8,30%,1,4%,0.0,0%,2.23,56%,1.44,45%,1.31,66%,20%
Jair Farias,185.42,145.0,193.04,Orthodox,1993-03-16,10,91%,1,9%,0,0%,0.0,0%,3.8,39%,5.33,51%,0.0,NA,41%
Chance Farrar,175.26,145.0,NA,Southpaw,1975-09-11,8,67%,3,25%,0,0%,1.0,8%,0.81,22%,2.21,67%,3.02,NA,0%
Rico Farrington,193.04,170.0,200.66,Southpaw,1989-06-19,7,70%,3,30%,0,0%,0.0,0%,6.33,41%,7.2,51%,0.0,NA,20%
Kelly Faszholz,172.72,135.0,NA,Orthodox,1985-04-09,4,67%,2,33%,0,0%,0.0,0%,4.01,48%,3.61,52%,0.0,NA,44%
Rodney Faverus,182.88,215.0,NA,Southpaw,NA,25,51%,20,41%,3,6%,1.0,2%,2.3,53%,1.6,54%,4.5,NA,25%
Paul Felder,180.34,155.0,177.8,Orthodox,1984-04-25,17,74%,6,26%,0,0%,0.0,0%,3.7,44%,3.44,48%,0.29,28%,64%
Carlos Felipe,182.88,245.0,190.5,Orthodox,1995-01-12,11,85%,2,15%,0,0%,0.0,0%,4.88,45%,5.6,NA,0.0,NA,72%
JP Felty,NA,170.0,NA,NA,1979-04-28,4,44%,5,56%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Feng Pengchao,NA,135.0,NA,NA,NA,15,60%,9,36%,1,4%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Feng Xiaocan,170.18,115.0,167.64,Southpaw,2001-12-27,10,77%,3,23%,0,0%,0.0,0%,5.43,NA,1.76,73%,1.08,NA,66%
Kevin Ferguson,187.96,235.0,195.58,Orthodox,1974-02-08,5,62%,2,25%,0,0%,1.0,12%,2.3,NA,3.41,38%,3.1,72%,36%
Rhadi Ferguson,170.18,205.0,NA,NA,NA,3,100%,0,0%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Tony Ferguson,180.34,170.0,193.04,Orthodox,1984-02-12,26,70%,11,30%,0,0%,0.0,0%,4.91,45%,4.37,55%,0.39,35%,66%
Josh Ferguson,165.1,125.0,NA,Orthodox,1988-05-13,10,67%,5,33%,0,0%,0.0,0%,2.13,43%,4.18,32%,0.59,11%,54%
CJ Fernandes,187.96,170.0,NA,NA,1977-11-13,14,56%,8,32%,3,12%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Bibiano Fernandes,170.18,139.0,NA,Orthodox,1980-03-30,20,87%,3,13%,0,0%,0.0,0%,2.91,NA,2.02,72%,3.97,53%,77%
Gabriella Fernandes,167.64,125.0,167.64,Southpaw,1993-08-13,10,77%,3,23%,0,0%,0.0,0%,3.46,46%,5.5,49%,0.56,18%,60%
Kaue Fernandes,175.26,155.0,185.42,Orthodox,1995-03-17,9,82%,2,18%,0,0%,0.0,0%,3.04,57%,0.86,66%,0.76,NA,62%
Emily Fernandez,NA,NA,NA,NA,NA,0,0%,0,0%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Lucas Fernando,190.5,185.0,203.2,NA,1997-01-10,9,82%,2,18%,0,0%,0.0,0%,1.87,51%,4.73,38%,3.0,NA,0%
Alexandre Ferreira,170.18,205.0,NA,Orthodox,1979-04-25,18,75%,6,25%,0,0%,0.0,0%,2.57,NA,8.14,42%,0.0,NA,0%
Cezar Ferreira,185.42,185.0,198.12,Southpaw,1985-02-15,13,62%,8,38%,0,0%,0.0,0%,1.9,42%,2.44,53%,2.69,53%,84%
Diego Ferreira,175.26,155.0,187.96,Orthodox,1985-01-18,19,79%,5,21%,0,0%,0.0,0%,5.04,39%,3.43,56%,0.96,NA,60%
Erisson Ferreira,167.64,125.0,177.8,Orthodox,1991-05-03,12,86%,2,14%,0,0%,0.0,0%,1.75,32%,2.75,56%,1.11,NA,66%
Brunno Ferreira,177.8,185.0,182.88,Orthodox,1992-11-04,12,86%,2,14%,0,0%,0.0,0%,3.76,NA,3.12,52%,0.5,16%,53%
Scott Ferrozzo,180.34,323.0,NA,Orthodox,1965-04-26,4,67%,2,33%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Timo Feucht,190.5,205.0,200.66,Orthodox,1996-01-18,8,89%,1,11%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Andre Fialho,182.88,170.0,187.96,Orthodox,1994-04-07,16,64%,8,32%,0,0%,1.0,4%,3.3,41%,6.26,45%,0.25,NA,66%
Drew Fickett,177.8,155.0,177.8,Orthodox,1979-12-14,42,67%,21,33%,0,0%,0.0,0%,2.33,41%,2.29,57%,1.3,35%,30%
Scott Fiedler,193.04,235.0,NA,Orthodox,NA,0,0%,1,100%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Ron Fields,187.96,200.0,NA,Orthodox,1974-11-18,28,46%,32,52%,1,2%,0.0,0%,0.33,33%,2.64,11%,0.0,NA,0%
Michal Figlak,177.8,155.0,177.8,Orthodox,1996-08-15,8,80%,2,20%,0,0%,0.0,0%,4.0,39%,4.93,52%,0.5,12%,57%
Deiveson Figueiredo,165.1,135.0,172.72,Orthodox,1987-12-18,24,83%,4,14%,1,3%,0.0,0%,2.91,54%,3.55,49%,1.62,34%,60%
Francisco Figueiredo,167.64,125.0,172.72,Southpaw,1989-10-23,13,65%,5,25%,1,5%,1.0,5%,2.04,61%,2.59,61%,2.51,75%,76%
Anthony Figueroa,162.56,135.0,NA,Orthodox,NA,11,55%,8,40%,1,5%,0.0,0%,2.37,48%,3.77,49%,0.0,NA,58%
Edwin Figueroa,170.18,135.0,175.26,Orthodox,1984-07-31,9,64%,5,36%,0,0%,0.0,0%,2.57,39%,3.06,51%,0.2,NA,37%
Paulo Filho,172.72,185.0,NA,Southpaw,1978-05-24,23,72%,6,19%,3,9%,0.0,0%,1.86,48%,1.67,66%,2.4,32%,42%
Jafel Filho,170.18,125.0,172.72,Orthodox,1993-05-05,16,84%,3,16%,0,0%,0.0,0%,2.36,41%,2.0,47%,1.77,33%,55%
Andre Fili,180.34,145.0,187.96,Orthodox,1990-06-25,24,67%,11,31%,0,0%,1.0,3%,3.88,37%,4.11,51%,2.15,43%,70%
Mirko Filipovic,187.96,230.0,185.42,Southpaw,1974-09-10,35,71%,11,22%,2,4%,1.0,2%,2.11,NA,1.89,63%,0.19,NA,78%
Brady Fink,182.88,183.0,NA,Orthodox,NA,2,40%,3,60%,0,0%,0.0,0%,1.69,41%,1.69,61%,3.63,25%,0%
Jesse Finney,182.88,170.0,NA,NA,1974-07-11,5,83%,1,17%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Jan Finney,172.72,135.0,NA,Orthodox,NA,11,48%,12,52%,0,0%,0.0,0%,2.16,28%,8.75,42%,0.77,11%,25%
Torrez Finney,172.72,185.0,190.5,Orthodox,1998-10-24,10,100%,0,0%,0,0%,0.0,0%,2.6,NA,1.86,NA,10.04,69%,0%
Luigi Fioravanti,172.72,170.0,177.8,Orthodox,1981-01-22,26,63%,15,37%,0,0%,0.0,0%,2.23,42%,2.21,69%,3.76,63%,67%
Nick Fiore,177.8,155.0,182.88,Orthodox,1997-12-10,6,75%,2,25%,0,0%,0.0,0%,2.83,46%,7.93,42%,2.5,45%,71%
Manon Fiorot,170.18,125.0,165.1,Orthodox,1990-02-17,12,92%,1,8%,0,0%,0.0,0%,6.26,41%,3.77,68%,1.17,42%,93%
Luiz Firmino,167.64,154.0,NA,Orthodox,1982-03-18,19,70%,8,30%,0,0%,0.0,0%,1.23,NA,1.22,51%,3.86,45%,20%
Spencer Fisher,170.18,155.0,172.72,Southpaw,1976-05-09,24,73%,9,27%,0,0%,0.0,0%,3.17,43%,3.03,64%,0.67,NA,60%
Chris Fishgold,172.72,145.0,172.72,Orthodox,1992-06-06,18,78%,4,17%,1,4%,0.0,0%,2.01,32%,2.7,46%,2.59,46%,44%
Bryanna Fissori,162.56,145.0,NA,NA,NA,2,33%,4,67%,0,0%,0.0,0%,1.4,46%,1.2,57%,2.0,25%,50%
Jon Fitch,182.88,170.0,187.96,Orthodox,1978-02-24,30,77%,7,18%,1,3%,1.0,3%,2.61,NA,1.65,54%,3.6,51%,56%
Isi Fitikefu,177.8,205.0,NA,NA,NA,6,100%,0,0%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Rafael Fiziev,172.72,155.0,180.34,Switch,1993-03-05,12,80%,3,20%,0,0%,0.0,0%,4.9,51%,4.97,49%,0.29,NA,89%
Colin Fletcher,187.96,155.0,NA,Orthodox,1983-01-08,14,64%,8,36%,0,0%,0.0,0%,3.1,34%,2.97,62%,0.0,NA,27%
AJ Fletcher,177.8,170.0,170.18,Switch,1997-02-18,10,77%,3,23%,0,0%,0.0,0%,3.36,49%,4.61,46%,1.54,35%,33%
Nathan Fletcher,170.18,145.0,177.8,Orthodox,1998-01-03,9,90%,1,10%,0,0%,0.0,0%,2.25,NA,0.96,NA,9.63,66%,0%
Jimmy Flick,170.18,125.0,172.72,Orthodox,1990-09-07,17,68%,8,32%,0,0%,0.0,0%,1.94,NA,5.43,43%,1.55,21%,0%
Luke Flores,182.88,155.0,185.42,Southpaw,1988-03-17,9,82%,2,18%,0,0%,0.0,0%,1.56,44%,1.88,NA,0.0,NA,40%
Ty Flores,190.5,205.0,185.42,Switch,1993-12-22,7,70%,3,30%,0,0%,0.0,0%,2.0,37%,7.8,25%,1.0,9%,0%
Alejandro Flores,177.8,145.0,185.42,Orthodox,1991-08-06,17,85%,3,15%,0,0%,0.0,0%,3.66,NA,2.02,54%,0.0,NA,0%
Kenny Florian,177.8,145.0,187.96,Southpaw,1976-05-26,14,70%,6,30%,0,0%,0.0,0%,2.41,NA,1.85,63%,2.22,33%,60%
Darrius Flowers,175.26,155.0,180.34,Orthodox,1994-08-25,12,57%,8,38%,1,5%,0.0,0%,3.07,49%,5.49,44%,0.98,28%,63%
Cody Floyd,NA,NA,NA,NA,1988-07-18,2,100%,0,0%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Bobby Flynn,NA,170.0,NA,NA,NA,6,60%,4,40%,0,0%,0.0,0%,0.38,25%,0.77,NA,0.0,NA,0%
Caros Fodor,175.26,155.0,187.96,Orthodox,1984-01-07,11,65%,6,35%,0,0%,0.0,0%,2.76,54%,2.83,54%,2.1,25%,50%
Mal Foki,170.18,220.0,NA,Orthodox,NA,5,50%,5,50%,0,0%,0.0,0%,2.86,14%,14.29,54%,0.0,NA,0%
Matt Foki,170.18,220.0,NA,Orthodox,NA,5,50%,4,40%,0,0%,1.0,10%,NA,NA,3.37,56%,0.0,NA,0%
AJ Fonseca,162.56,145.0,NA,NA,NA,5,56%,4,44%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Rob Font,172.72,135.0,180.34,Orthodox,1987-06-25,21,72%,8,28%,0,0%,0.0,0%,5.44,45%,3.58,57%,0.84,34%,44%
Claudionor Fontinelle,165.1,185.0,NA,Orthodox,NA,10,38%,15,58%,1,4%,0.0,0%,2.62,42%,10.25,28%,0.0,NA,0%
Jesse Forbes,187.96,185.0,190.5,Southpaw,1984-10-24,15,75%,5,25%,0,0%,0.0,0%,2.11,24%,4.06,53%,1.79,75%,66%
Sterling Ford,177.8,155.0,NA,NA,1986-03-12,15,68%,7,32%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Codale Ford,175.26,170.0,NA,NA,1979-05-13,11,55%,9,45%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Raheam Forest,180.34,170.0,185.42,Switch,1997-07-11,7,78%,2,22%,0,0%,0.0,0%,5.32,38%,12.15,42%,0.0,NA,0%
Jussier Formiga,165.1,125.0,170.18,Orthodox,1985-04-14,23,74%,8,26%,0,0%,0.0,0%,1.42,39%,2.34,64%,1.82,35%,87%
Renee Forte,170.18,155.0,180.34,Orthodox,1987-03-27,8,67%,4,33%,0,0%,0.0,0%,2.08,32%,2.12,63%,2.32,58%,66%
Brianna Fortino,152.4,115.0,157.48,Southpaw,1993-08-04,9,75%,3,25%,0,0%,0.0,0%,3.53,41%,3.23,57%,2.5,45%,66%
Marcel Fortuna,185.42,205.0,187.96,Orthodox,1985-10-22,9,75%,3,25%,0,0%,0.0,0%,3.83,46%,4.52,64%,0.45,8%,75%
Brian Foster,175.26,170.0,180.34,Orthodox,1984-04-03,27,73%,10,27%,0,0%,0.0,0%,3.3,39%,1.63,65%,3.67,NA,37%
Xavier Foupa-Pokam,185.42,185.0,NA,Open Stance,1982-07-03,32,59%,22,41%,0,0%,0.0,0%,1.47,43%,2.5,49%,0.0,NA,16%
Mason Fowler,180.34,170.0,NA,NA,NA,2,100%,0,0%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Brandon Foxworth,180.34,145.0,NA,Orthodox,1979-04-28,18,82%,4,18%,0,0%,0.0,0%,1.33,32%,4.59,NA,0.0,NA,0%
Hermes Franca,167.64,155.0,180.34,Orthodox,1974-08-26,24,57%,17,40%,0,0%,1.0,2%,1.78,39%,2.85,55%,1.53,36%,37%
Glaico Franca Moreira,182.88,155.0,195.58,Orthodox,1991-02-28,15,75%,5,25%,0,0%,0.0,0%,2.35,42%,3.46,47%,2.68,42%,76%
Francisco France,182.88,205.0,NA,NA,1983-01-21,13,68%,5,26%,1,5%,0.0,0%,0.54,33%,3.51,27%,0.0,NA,0%
John Franchi,167.64,145.0,170.18,Orthodox,1982-07-16,6,75%,2,25%,0,0%,0.0,0%,1.83,48%,2.59,48%,2.68,NA,40%
Rich Franklin,185.42,185.0,193.04,Southpaw,1974-10-05,29,78%,7,19%,0,0%,1.0,3%,4.1,44%,2.07,62%,1.31,66%,63%
Xavier Franklin,167.64,135.0,167.64,Southpaw,1996-10-15,5,71%,1,14%,0,0%,1.0,14%,3.07,33%,5.27,NA,0.0,NA,100%
Zoila Frausto,162.56,135.0,NA,Orthodox,NA,13,72%,5,28%,0,0%,0.0,0%,0.77,31%,1.64,53%,0.0,NA,57%
Stephanie Frausto,157.48000000000002,115.0,154.94,Orthodox,1990-09-20,8,53%,7,47%,0,0%,0.0,0%,1.43,21%,3.57,NA,0.0,NA,0%
Zane Frazier,195.58,250.0,NA,Orthodox,NA,4,27%,11,73%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Gary Frazier,182.88,245.0,NA,Orthodox,NA,3,50%,3,50%,0,0%,0.0,0%,1.5,39%,2.77,46%,0.0,NA,100%
Justin Frazier,182.88,265.0,190.5,Southpaw,1989-06-15,10,77%,3,23%,0,0%,0.0,0%,1.11,66%,6.11,4%,0.0,NA,0%
Ian Freeman,180.34,225.0,NA,Orthodox,1966-11-10,20,71%,7,25%,1,4%,0.0,0%,2.54,48%,3.11,44%,1.44,NA,80%
Jason Freeman,187.96,225.0,NA,NA,1976-09-02,6,55%,4,36%,0,0%,1.0,9%,NA,NA,NA,NA,0.0,NA,0%
Kennedy Freeman,NA,135.0,NA,NA,1996-11-26,6,100%,0,0%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Willamy Freire,172.72,155.0,NA,Orthodox,1987-07-28,26,81%,6,19%,0,0%,0.0,0%,1.53,37%,0.93,62%,0.5,NA,73%
Patricio Freire,165.1,145.0,165.1,NA,1987-07-07,26,87%,4,13%,0,0%,0.0,0%,2.84,41%,4.43,NA,0.6,18%,94%
Patricky Freire,170.18,155.0,180.34,NA,1986-06-01,17,68%,8,32%,0,0%,0.0,0%,3.06,44%,3.34,69%,1.26,33%,100%
Jeremy  Freitag,185.42,205.0,NA,NA,NA,6,38%,10,62%,0,0%,0.0,0%,NA,NA,8.37,19%,0.0,NA,33%
Rafael Freitas,NA,205.0,NA,Orthodox,NA,3,30%,6,60%,0,0%,1.0,10%,2.0,29%,8.0,51%,11.25,NA,0%
Donavon Frelow,170.18,135.0,NA,Orthodox,1985-01-20,6,67%,3,33%,0,0%,0.0,0%,2.4,27%,3.2,52%,1.0,NA,26%
Josh Fremd,193.04,185.0,193.04,Orthodox,1994-01-15,11,65%,6,35%,0,0%,0.0,0%,2.52,44%,2.23,47%,0.66,25%,30%
Clay French,170.18,161.0,NA,Southpaw,1980-10-07,19,73%,7,27%,0,0%,0.0,0%,1.52,NA,1.27,16%,0.0,NA,100%
Mike French,177.8,145.0,NA,NA,1975-05-29,9,47%,10,53%,0,0%,0.0,0%,0.23,23%,2.17,42%,0.0,NA,22%
Matt Frevola,175.26,155.0,180.34,Orthodox,1990-06-11,11,65%,5,29%,1,6%,0.0,0%,3.37,NA,3.69,57%,2.39,39%,36%
Jinh Yu Frey,160.02,115.0,165.1,Southpaw,1985-05-20,11,52%,10,48%,0,0%,0.0,0%,2.97,43%,4.23,52%,1.02,36%,90%
Artem Frolov,177.8,185.0,NA,NA,1991-09-07,11,100%,0,0%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Sarah Frota,167.64,125.0,175.26,Southpaw,1987-04-14,9,82%,2,18%,0,0%,0.0,0%,4.52,52%,2.57,55%,0.0,NA,53%
Daniel Frunza,185.42,170.0,185.42,Orthodox,1994-04-13,9,82%,2,18%,0,0%,0.0,0%,4.94,44%,5.53,51%,0.0,NA,60%
Don Frye,185.42,219.0,NA,Orthodox,1965-11-23,20,65%,9,29%,1,3%,1.0,3%,2.87,64%,3.57,37%,0.91,57%,45%
Tony Fryklund,182.88,185.0,NA,Orthodox,1971-03-26,14,58%,9,38%,1,4%,0.0,0%,3.49,39%,6.5,43%,0.0,NA,66%
Adam Fugitt,185.42,170.0,195.58,Southpaw,1989-01-12,10,71%,4,29%,0,0%,0.0,0%,4.72,45%,4.48,51%,2.04,29%,50%
Jesse Fujarczyk,193.04,225.0,NA,Southpaw,1983-01-28,2,50%,2,50%,0,0%,0.0,0%,1.03,33%,4.91,38%,0.0,NA,25%
Katsuhisa Fujii,182.88,205.0,NA,Orthodox,1972-08-15,9,32%,18,64%,1,4%,0.0,0%,4.0,NA,4.43,64%,2.14,25%,50%
Megumi Fujii,160.02,113.0,NA,NA,1974-04-26,26,90%,3,10%,0,0%,0.0,0%,2.4,42%,NA,NA,0.0,NA,0%
Kazuyuki Fujita,182.88,235.0,NA,Orthodox,1970-10-16,15,56%,12,44%,0,0%,0.0,0%,1.05,49%,1.99,52%,2.78,36%,85%
Keisuke Fujiwara,167.64,139.0,NA,Switch,NA,17,50%,12,35%,5,15%,0.0,0%,0.73,44%,1.2,47%,0.0,NA,23%
Riki Fukuda,182.88,185.0,185.42,Southpaw,1981-01-06,24,71%,9,26%,0,0%,1.0,3%,4.24,43%,3.71,64%,2.17,43%,70%
Masio Fullen,177.8,145.0,177.8,Orthodox,1986-10-06,11,61%,7,39%,0,0%,0.0,0%,2.46,32%,3.5,54%,0.47,33%,69%
Travis Fulton,182.88,240.0,NA,Orthodox,1977-05-29,253,82%,53,17%,1,0%,1.0,0%,NA,NA,NA,NA,0.0,NA,0%
